recordid,customer_id,customer_name,email,region,meter_id,housing_type,reading_timestamp,energy_usage_kWh,baseline_kWh,spike_detected,spike_percentage,reason_detected,alert_sent,alert_time,resolved,reading_ts,alert_ts,spike_detected_b,alert_sent_b,resolved_b,excess_kwh,ratio,excess_pct,rule_spike,detectable,alert_latency_min,category,is_fault,excess_cost_gbp,hour,date,day_name
REC006179,CUST019,Abigail Jordan,gregory35@yahoo.com,London,MTR0019,Detached,03/01/2024 17:02:24,0.66,0.56,False,0.0,,False,,,2024-01-03 17:02:24,,False,False,,0.09999999999999998,1.1785714285714286,17.85714285714286,False,True,,,False,0.028619999999999996,17,2024-01-03,Wednesday
REC006180,CUST019,Abigail Jordan,gregory35@yahoo.com,London,MTR0019,Detached,03/01/2024 17:31:12,0.5,0.57,False,0.0,,False,,,2024-01-03 17:31:12,,False,False,,-0.06999999999999995,0.8771929824561404,-12.280701754385959,False,True,,,False,0.0,17,2024-01-03,Wednesday
REC006181,CUST019,Abigail Jordan,gregory35@yahoo.com,London,MTR0019,Detached,03/01/2024 18:00:00,0.88,0.81,False,0.0,,False,,,2024-01-03 18:00:00,,False,False,,0.06999999999999995,1.0864197530864197,8.64197530864197,False,True,,,False,0.020033999999999986,18,2024-01-03,Wednesday
REC006182,CUST019,Abigail Jordan,gregory35@yahoo.com,London,MTR0019,Detached,03/01/2024 18:28:48,0.34,0.4,False,0.0,,False,,,2024-01-03 18:28:48,,False,False,,-0.06,0.85,-15.000000000000002,False,True,,,False,0.0,18,2024-01-03,Wednesday
REC006183,CUST019,Abigail Jordan,gregory35@yahoo.com,London,MTR0019,Detached,03/01/2024 18:57:36,0.93,1.05,False,0.0,,False,,,2024-01-03 18:57:36,,False,False,,-0.12,0.8857142857142857,-11.428571428571432,False,False,,,False,0.0,18,2024-01-03,Wednesday
REC006184,CUST019,Abigail Jordan,gregory35@yahoo.com,London,MTR0019,Detached,03/01/2024 19:26:24,0.83,0.79,False,0.0,,False,,,2024-01-03 19:26:24,,False,False,,0.039999999999999925,1.050632911392405,5.063291139240489,False,True,,,False,0.011447999999999979,19,2024-01-03,Wednesday
REC006185,CUST019,Abigail Jordan,gregory35@yahoo.com,London,MTR0019,Detached,03/01/2024 19:55:12,0.44,0.55,False,0.0,,False,,,2024-01-03 19:55:12,,False,False,,-0.11000000000000004,0.7999999999999999,-20.000000000000007,False,True,,,False,0.0,19,2024-01-03,Wednesday
REC006186,CUST019,Abigail Jordan,gregory35@yahoo.com,London,MTR0019,Detached,03/01/2024 20:24:00,0.23,0.36,False,0.0,,False,,,2024-01-03 20:24:00,,False,False,,-0.12999999999999998,0.638888888888889,-36.11111111111111,False,True,,,False,0.0,20,2024-01-03,Wednesday
REC006187,CUST019,Abigail Jordan,gregory35@yahoo.com,London,MTR0019,Detached,03/01/2024 21:07:12,1.2,1.19,False,0.0,,False,,,2024-01-03 21:07:12,,False,False,,0.010000000000000009,1.0084033613445378,0.8403361344537785,False,False,,,False,0.0028620000000000026,21,2024-01-03,Wednesday
REC006188,CUST019,Abigail Jordan,gregory35@yahoo.com,London,MTR0019,Detached,03/01/2024 21:36:00,0.61,0.63,False,0.0,,False,,,2024-01-03 21:36:00,,False,False,,-0.020000000000000018,0.9682539682539683,-3.1746031746031744,False,True,,,False,0.0,21,2024-01-03,Wednesday
REC006189,CUST019,Abigail Jordan,gregory35@yahoo.com,London,MTR0019,Detached,03/01/2024 22:04:48,1.02,0.88,False,0.0,,False,,,2024-01-03 22:04:48,,False,False,,0.14,1.1590909090909092,15.909090909090917,False,True,,,False,0.040068000000000006,22,2024-01-03,Wednesday
REC006190,CUST019,Abigail Jordan,gregory35@yahoo.com,London,MTR0019,Detached,03/01/2024 22:33:36,0.85,0.96,False,0.0,,False,,,2024-01-03 22:33:36,,False,False,,-0.10999999999999999,0.8854166666666666,-11.458333333333337,False,True,,,False,0.0,22,2024-01-03,Wednesday
REC006191,CUST019,Abigail Jordan,gregory35@yahoo.com,London,MTR0019,Detached,03/01/2024 23:02:24,0.95,0.92,False,0.0,,False,,,2024-01-03 23:02:24,,False,False,,0.029999999999999916,1.0326086956521738,3.2608695652173836,False,True,,,False,0.008585999999999976,23,2024-01-03,Wednesday
REC006192,CUST019,Abigail Jordan,gregory35@yahoo.com,London,MTR0019,Detached,03/01/2024 23:31:12,0.47,0.55,False,0.0,,False,,,2024-01-03 23:31:12,,False,False,,-0.08000000000000007,0.8545454545454544,-14.545454545454561,False,True,,,False,0.0,23,2024-01-03,Wednesday
REC006193,CUST019,Abigail Jordan,gregory35@yahoo.com,London,MTR0019,Detached,04/01/2024 00:00:00,0.18,0.33,False,0.0,,False,,,2024-01-04 00:00:00,,False,False,,-0.15000000000000002,0.5454545454545454,-45.45454545454546,False,True,,,False,0.0,0,2024-01-04,Thursday
REC006194,CUST019,Abigail Jordan,gregory35@yahoo.com,London,MTR0019,Detached,04/01/2024 00:28:48,0.52,0.72,False,0.0,,False,,,2024-01-04 00:28:48,,False,False,,-0.19999999999999996,0.7222222222222223,-27.777777777777768,False,True,,,False,0.0,0,2024-01-04,Thursday
REC006195,CUST019,Abigail Jordan,gregory35@yahoo.com,London,MTR0019,Detached,04/01/2024 00:57:36,0.82,0.93,False,0.0,,False,,,2024-01-04 00:57:36,,False,False,,-0.1100000000000001,0.8817204301075268,-11.827956989247323,False,True,,,False,0.0,0,2024-01-04,Thursday
REC006196,CUST019,Abigail Jordan,gregory35@yahoo.com,London,MTR0019,Detached,04/01/2024 01:26:24,0.24,0.35,False,0.0,,False,,,2024-01-04 01:26:24,,False,False,,-0.10999999999999999,0.6857142857142857,-31.428571428571427,False,True,,,False,0.0,1,2024-01-04,Thursday
REC006197,CUST019,Abigail Jordan,gregory35@yahoo.com,London,MTR0019,Detached,04/01/2024 01:55:12,0.73,0.92,False,0.0,,False,,,2024-01-04 01:55:12,,False,False,,-0.19000000000000006,0.7934782608695652,-20.65217391304348,False,True,,,False,0.0,1,2024-01-04,Thursday
REC006198,CUST019,Abigail Jordan,gregory35@yahoo.com,London,MTR0019,Detached,04/01/2024 02:24:00,1.02,0.93,False,0.0,,False,,,2024-01-04 02:24:00,,False,False,,0.08999999999999997,1.096774193548387,9.677419354838701,False,True,,,False,0.025757999999999993,2,2024-01-04,Thursday
REC006199,CUST019,Abigail Jordan,gregory35@yahoo.com,London,MTR0019,Detached,04/01/2024 03:07:12,0.89,0.78,False,0.0,,False,,,2024-01-04 03:07:12,,False,False,,0.10999999999999999,1.141025641025641,14.102564102564097,False,True,,,False,0.031481999999999996,3,2024-01-04,Thursday
REC006200,CUST019,Abigail Jordan,gregory35@yahoo.com,London,MTR0019,Detached,04/01/2024 03:36:00,0.56,0.87,False,0.0,,False,,,2024-01-04 03:36:00,,False,False,,-0.30999999999999994,0.6436781609195403,-35.63218390804597,False,True,,,False,0.0,3,2024-01-04,Thursday
REC006201,CUST019,Abigail Jordan,gregory35@yahoo.com,London,MTR0019,Detached,04/01/2024 04:04:48,0.82,0.89,False,0.0,,False,,,2024-01-04 04:04:48,,False,False,,-0.07000000000000006,0.9213483146067415,-7.86516853932585,False,True,,,False,0.0,4,2024-01-04,Thursday
REC006202,CUST019,Abigail Jordan,gregory35@yahoo.com,London,MTR0019,Detached,04/01/2024 04:33:36,0.4,0.44,False,0.0,,False,,,2024-01-04 04:33:36,,False,False,,-0.03999999999999998,0.9090909090909092,-9.090909090909083,False,True,,,False,0.0,4,2024-01-04,Thursday
REC006203,CUST019,Abigail Jordan,gregory35@yahoo.com,London,MTR0019,Detached,04/01/2024 05:02:24,0.86,0.88,False,0.0,,False,,,2024-01-04 05:02:24,,False,False,,-0.020000000000000018,0.9772727272727273,-2.2727272727272707,False,True,,,False,0.0,5,2024-01-04,Thursday
REC006204,CUST019,Abigail Jordan,gregory35@yahoo.com,London,MTR0019,Detached,04/01/2024 05:31:12,0.55,0.45,False,0.0,,False,,,2024-01-04 05:31:12,,False,False,,0.10000000000000003,1.2222222222222223,22.222222222222232,False,True,,,False,0.02862000000000001,5,2024-01-04,Thursday
REC006205,CUST019,Abigail Jordan,gregory35@yahoo.com,London,MTR0019,Detached,04/01/2024 06:00:00,1.08,0.98,False,0.0,,False,,,2024-01-04 06:00:00,,False,False,,0.10000000000000009,1.1020408163265307,10.204081632653072,False,True,,,False,0.028620000000000027,6,2024-01-04,Thursday
REC006206,CUST019,Abigail Jordan,gregory35@yahoo.com,London,MTR0019,Detached,04/01/2024 06:28:48,0.34,0.31,False,0.0,,False,,,2024-01-04 06:28:48,,False,False,,0.030000000000000027,1.0967741935483872,9.677419354838722,False,True,,,False,0.008586000000000009,6,2024-01-04,Thursday
REC006207,CUST019,Abigail Jordan,gregory35@yahoo.com,London,MTR0019,Detached,04/01/2024 06:57:36,0.43,0.4,False,0.0,,False,,,2024-01-04 06:57:36,,False,False,,0.02999999999999997,1.075,7.499999999999996,False,True,,,False,0.008585999999999991,6,2024-01-04,Thursday
REC006208,CUST019,Abigail Jordan,gregory35@yahoo.com,London,MTR0019,Detached,04/01/2024 07:26:24,0.31,0.36,False,0.0,,False,,,2024-01-04 07:26:24,,False,False,,-0.04999999999999999,0.8611111111111112,-13.888888888888884,False,True,,,False,0.0,7,2024-01-04,Thursday
REC006209,CUST019,Abigail Jordan,gregory35@yahoo.com,London,MTR0019,Detached,04/01/2024 07:55:12,0.56,0.75,False,0.0,,False,,,2024-01-04 07:55:12,,False,False,,-0.18999999999999995,0.7466666666666667,-25.33333333333333,False,True,,,False,0.0,7,2024-01-04,Thursday
REC006210,CUST019,Abigail Jordan,gregory35@yahoo.com,London,MTR0019,Detached,04/01/2024 08:24:00,1.05,1.08,False,0.0,,False,,,2024-01-04 08:24:00,,False,False,,-0.030000000000000027,0.9722222222222222,-2.777777777777779,False,False,,,False,0.0,8,2024-01-04,Thursday
REC006211,CUST019,Abigail Jordan,gregory35@yahoo.com,London,MTR0019,Detached,04/01/2024 09:07:12,0.57,0.45,False,0.0,,False,,,2024-01-04 09:07:12,,False,False,,0.11999999999999994,1.2666666666666666,26.66666666666666,False,True,,,False,0.034343999999999986,9,2024-01-04,Thursday
REC006212,CUST019,Abigail Jordan,gregory35@yahoo.com,London,MTR0019,Detached,04/01/2024 09:36:00,0.26,0.33,False,0.0,,False,,,2024-01-04 09:36:00,,False,False,,-0.07,0.7878787878787878,-21.212121212121215,False,True,,,False,0.0,9,2024-01-04,Thursday
REC006213,CUST019,Abigail Jordan,gregory35@yahoo.com,London,MTR0019,Detached,04/01/2024 10:04:48,0.87,0.91,False,0.0,,False,,,2024-01-04 10:04:48,,False,False,,-0.040000000000000036,0.956043956043956,-4.395604395604402,False,True,,,False,0.0,10,2024-01-04,Thursday
REC006214,CUST019,Abigail Jordan,gregory35@yahoo.com,London,MTR0019,Detached,04/01/2024 10:33:36,0.91,0.83,False,0.0,,False,,,2024-01-04 10:33:36,,False,False,,0.08000000000000007,1.0963855421686748,9.63855421686748,False,True,,,False,0.02289600000000002,10,2024-01-04,Thursday
REC006215,CUST019,Abigail Jordan,gregory35@yahoo.com,London,MTR0019,Detached,04/01/2024 11:02:24,0.33,0.37,False,0.0,,False,,,2024-01-04 11:02:24,,False,False,,-0.03999999999999998,0.891891891891892,-10.8108108108108,False,True,,,False,0.0,11,2024-01-04,Thursday
REC006216,CUST019,Abigail Jordan,gregory35@yahoo.com,London,MTR0019,Detached,04/01/2024 11:31:12,0.56,0.58,False,0.0,,False,,,2024-01-04 11:31:12,,False,False,,-0.019999999999999907,0.9655172413793105,-3.44827586206895,False,True,,,False,0.0,11,2024-01-04,Thursday
REC006217,CUST019,Abigail Jordan,gregory35@yahoo.com,London,MTR0019,Detached,04/01/2024 12:00:00,1.17,1.09,False,0.0,,False,,,2024-01-04 12:00:00,,False,False,,0.07999999999999985,1.0733944954128438,7.339449541284382,False,False,,,False,0.022895999999999958,12,2024-01-04,Thursday
REC006218,CUST019,Abigail Jordan,gregory35@yahoo.com,London,MTR0019,Detached,04/01/2024 12:28:48,0.49,0.69,False,0.0,,False,,,2024-01-04 12:28:48,,False,False,,-0.19999999999999996,0.7101449275362319,-28.985507246376805,False,True,,,False,0.0,12,2024-01-04,Thursday
REC006219,CUST019,Abigail Jordan,gregory35@yahoo.com,London,MTR0019,Detached,04/01/2024 12:57:36,0.59,0.71,False,0.0,,False,,,2024-01-04 12:57:36,,False,False,,-0.12,0.8309859154929577,-16.901408450704224,False,True,,,False,0.0,12,2024-01-04,Thursday
REC006220,CUST019,Abigail Jordan,gregory35@yahoo.com,London,MTR0019,Detached,04/01/2024 13:26:24,0.55,0.36,True,52.78,Guest visit,True,1/4/2024 13:43,True,2024-01-04 13:26:24,2024-01-04 13:43:00,True,True,True,0.19000000000000006,1.527777777777778,52.77777777777779,True,True,16.6,Behavioural,False,0.05437800000000002,13,2024-01-04,Thursday
REC006221,CUST019,Abigail Jordan,gregory35@yahoo.com,London,MTR0019,Detached,04/01/2024 13:55:12,0.82,0.74,False,0.0,,False,,,2024-01-04 13:55:12,,False,False,,0.07999999999999996,1.1081081081081081,10.81081081081081,False,True,,,False,0.02289599999999999,13,2024-01-04,Thursday
REC006222,CUST019,Abigail Jordan,gregory35@yahoo.com,London,MTR0019,Detached,04/01/2024 14:24:00,0.9,0.81,False,0.0,,False,,,2024-01-04 14:24:00,,False,False,,0.08999999999999997,1.1111111111111112,11.111111111111116,False,True,,,False,0.025757999999999993,14,2024-01-04,Thursday
REC006223,CUST019,Abigail Jordan,gregory35@yahoo.com,London,MTR0019,Detached,04/01/2024 15:07:12,0.75,0.72,False,0.0,,False,,,2024-01-04 15:07:12,,False,False,,0.030000000000000027,1.0416666666666667,4.166666666666674,False,True,,,False,0.008586000000000009,15,2024-01-04,Thursday
REC006224,CUST019,Abigail Jordan,gregory35@yahoo.com,London,MTR0019,Detached,04/01/2024 15:36:00,1.07,1.03,False,0.0,,False,,,2024-01-04 15:36:00,,False,False,,0.040000000000000036,1.0388349514563107,3.8834951456310662,False,False,,,False,0.01144800000000001,15,2024-01-04,Thursday
REC006225,CUST019,Abigail Jordan,gregory35@yahoo.com,London,MTR0019,Detached,04/01/2024 16:04:48,0.97,1.03,False,0.0,,False,,,2024-01-04 16:04:48,,False,False,,-0.06000000000000005,0.9417475728155339,-5.82524271844661,False,False,,,False,0.0,16,2024-01-04,Thursday
REC006226,CUST019,Abigail Jordan,gregory35@yahoo.com,London,MTR0019,Detached,04/01/2024 16:33:36,1.29,1.08,False,0.0,,False,,,2024-01-04 16:33:36,,False,False,,0.20999999999999996,1.1944444444444444,19.444444444444443,False,False,,,False,0.06010199999999999,16,2024-01-04,Thursday
REC006227,CUST019,Abigail Jordan,gregory35@yahoo.com,London,MTR0019,Detached,04/01/2024 17:02:24,1.1,1.13,False,0.0,,False,,,2024-01-04 17:02:24,,False,False,,-0.029999999999999805,0.9734513274336285,-2.65486725663715,False,False,,,False,0.0,17,2024-01-04,Thursday
REC006228,CUST019,Abigail Jordan,gregory35@yahoo.com,London,MTR0019,Detached,04/01/2024 17:31:12,0.51,0.41,False,0.0,,False,,,2024-01-04 17:31:12,,False,False,,0.10000000000000003,1.2439024390243902,24.390243902439025,False,True,,,False,0.02862000000000001,17,2024-01-04,Thursday
REC006229,CUST019,Abigail Jordan,gregory35@yahoo.com,London,MTR0019,Detached,04/01/2024 18:00:00,0.32,0.37,False,0.0,,False,,,2024-01-04 18:00:00,,False,False,,-0.04999999999999999,0.8648648648648649,-13.513513513513509,False,True,,,False,0.0,18,2024-01-04,Thursday
REC006230,CUST019,Abigail Jordan,gregory35@yahoo.com,London,MTR0019,Detached,04/01/2024 18:28:48,0.67,0.74,False,0.0,,False,,,2024-01-04 18:28:48,,False,False,,-0.06999999999999995,0.9054054054054055,-9.459459459459453,False,True,,,False,0.0,18,2024-01-04,Thursday
REC006231,CUST019,Abigail Jordan,gregory35@yahoo.com,London,MTR0019,Detached,04/01/2024 18:57:36,0.93,0.93,False,0.0,,False,,,2024-01-04 18:57:36,,False,False,,0.0,1.0,0.0,False,True,,,False,0.0,18,2024-01-04,Thursday
REC006232,CUST019,Abigail Jordan,gregory35@yahoo.com,London,MTR0019,Detached,04/01/2024 19:26:24,0.8,0.77,False,0.0,,False,,,2024-01-04 19:26:24,,False,False,,0.030000000000000027,1.038961038961039,3.8961038961039085,False,True,,,False,0.008586000000000009,19,2024-01-04,Thursday
REC006233,CUST019,Abigail Jordan,gregory35@yahoo.com,London,MTR0019,Detached,04/01/2024 19:55:12,0.9,0.77,False,0.0,,False,,,2024-01-04 19:55:12,,False,False,,0.13,1.1688311688311688,16.883116883116877,False,True,,,False,0.037206,19,2024-01-04,Thursday
REC006234,CUST019,Abigail Jordan,gregory35@yahoo.com,London,MTR0019,Detached,04/01/2024 20:24:00,0.6,0.31,True,93.55,Overnight appliance,True,1/4/2024 20:40,True,2024-01-04 20:24:00,2024-01-04 20:40:00,True,True,True,0.29,1.9354838709677418,93.54838709677418,True,True,16.0,Appliance,True,0.082998,20,2024-01-04,Thursday
REC006235,CUST019,Abigail Jordan,gregory35@yahoo.com,London,MTR0019,Detached,04/01/2024 21:07:12,0.21,0.3,False,0.0,,False,,,2024-01-04 21:07:12,,False,False,,-0.09,0.7,-30.000000000000004,False,True,,,False,0.0,21,2024-01-04,Thursday
REC006236,CUST019,Abigail Jordan,gregory35@yahoo.com,London,MTR0019,Detached,04/01/2024 21:36:00,1.18,1.11,False,0.0,,False,,,2024-01-04 21:36:00,,False,False,,0.06999999999999984,1.0630630630630629,6.306306306306286,False,False,,,False,0.020033999999999955,21,2024-01-04,Thursday
REC006237,CUST019,Abigail Jordan,gregory35@yahoo.com,London,MTR0019,Detached,04/01/2024 22:04:48,1.15,1.14,False,0.0,,False,,,2024-01-04 22:04:48,,False,False,,0.010000000000000009,1.0087719298245614,0.8771929824561431,False,False,,,False,0.0028620000000000026,22,2024-01-04,Thursday
REC006238,CUST019,Abigail Jordan,gregory35@yahoo.com,London,MTR0019,Detached,04/01/2024 22:33:36,0.28,0.46,False,0.0,,False,,,2024-01-04 22:33:36,,False,False,,-0.18,0.6086956521739131,-39.13043478260869,False,True,,,False,0.0,22,2024-01-04,Thursday
REC006239,CUST019,Abigail Jordan,gregory35@yahoo.com,London,MTR0019,Detached,04/01/2024 23:02:24,1.18,1.03,False,0.0,,False,,,2024-01-04 23:02:24,,False,False,,0.1499999999999999,1.145631067961165,14.563106796116498,False,False,,,False,0.042929999999999975,23,2024-01-04,Thursday
REC006240,CUST019,Abigail Jordan,gregory35@yahoo.com,London,MTR0019,Detached,04/01/2024 23:31:12,0.35,0.39,False,0.0,,False,,,2024-01-04 23:31:12,,False,False,,-0.040000000000000036,0.8974358974358974,-10.256410256410264,False,True,,,False,0.0,23,2024-01-04,Thursday
REC006241,CUST019,Abigail Jordan,gregory35@yahoo.com,London,MTR0019,Detached,05/01/2024 00:00:00,0.29,0.34,False,0.0,,False,,,2024-01-05 00:00:00,,False,False,,-0.050000000000000044,0.8529411764705881,-14.705882352941192,False,True,,,False,0.0,0,2024-01-05,Friday
REC006242,CUST019,Abigail Jordan,gregory35@yahoo.com,London,MTR0019,Detached,05/01/2024 00:28:48,1.35,1.2,False,0.0,,False,,,2024-01-05 00:28:48,,False,False,,0.15000000000000013,1.1250000000000002,12.500000000000021,False,False,,,False,0.04293000000000004,0,2024-01-05,Friday
REC006243,CUST019,Abigail Jordan,gregory35@yahoo.com,London,MTR0019,Detached,05/01/2024 00:57:36,0.38,0.39,False,0.0,,False,,,2024-01-05 00:57:36,,False,False,,-0.010000000000000009,0.9743589743589743,-2.564102564102566,False,True,,,False,0.0,0,2024-01-05,Friday
REC006244,CUST019,Abigail Jordan,gregory35@yahoo.com,London,MTR0019,Detached,05/01/2024 01:26:24,1.16,1.04,False,0.0,,False,,,2024-01-05 01:26:24,,False,False,,0.11999999999999988,1.1153846153846152,11.538461538461519,False,False,,,False,0.034343999999999965,1,2024-01-05,Friday
REC006245,CUST019,Abigail Jordan,gregory35@yahoo.com,London,MTR0019,Detached,05/01/2024 01:55:12,1.02,1.04,False,0.0,,False,,,2024-01-05 01:55:12,,False,False,,-0.020000000000000018,0.9807692307692307,-1.9230769230769273,False,False,,,False,0.0,1,2024-01-05,Friday
REC006246,CUST019,Abigail Jordan,gregory35@yahoo.com,London,MTR0019,Detached,05/01/2024 02:24:00,1.2,1.15,False,0.0,,False,,,2024-01-05 02:24:00,,False,False,,0.050000000000000044,1.0434782608695652,4.347826086956519,False,False,,,False,0.014310000000000014,2,2024-01-05,Friday
REC006247,CUST019,Abigail Jordan,gregory35@yahoo.com,London,MTR0019,Detached,05/01/2024 03:07:12,0.43,0.44,False,0.0,,False,,,2024-01-05 03:07:12,,False,False,,-0.010000000000000009,0.9772727272727273,-2.2727272727272707,False,True,,,False,0.0,3,2024-01-05,Friday
REC006248,CUST019,Abigail Jordan,gregory35@yahoo.com,London,MTR0019,Detached,05/01/2024 03:36:00,0.97,1.05,False,0.0,,False,,,2024-01-05 03:36:00,,False,False,,-0.08000000000000007,0.9238095238095237,-7.619047619047626,False,False,,,False,0.0,3,2024-01-05,Friday
REC006249,CUST019,Abigail Jordan,gregory35@yahoo.com,London,MTR0019,Detached,05/01/2024 04:04:48,0.78,0.73,False,0.0,,False,,,2024-01-05 04:04:48,,False,False,,0.050000000000000044,1.0684931506849316,6.849315068493156,False,True,,,False,0.014310000000000014,4,2024-01-05,Friday
REC006250,CUST019,Abigail Jordan,gregory35@yahoo.com,London,MTR0019,Detached,05/01/2024 04:33:36,0.57,0.49,False,0.0,,False,,,2024-01-05 04:33:36,,False,False,,0.07999999999999996,1.163265306122449,16.326530612244895,False,True,,,False,0.02289599999999999,4,2024-01-05,Friday
REC006251,CUST019,Abigail Jordan,gregory35@yahoo.com,London,MTR0019,Detached,05/01/2024 05:02:24,1.15,1.15,False,0.0,,False,,,2024-01-05 05:02:24,,False,False,,0.0,1.0,0.0,False,False,,,False,0.0,5,2024-01-05,Friday
REC006252,CUST019,Abigail Jordan,gregory35@yahoo.com,London,MTR0019,Detached,05/01/2024 05:31:12,0.49,0.68,False,0.0,,False,,,2024-01-05 05:31:12,,False,False,,-0.19000000000000006,0.7205882352941175,-27.941176470588246,False,True,,,False,0.0,5,2024-01-05,Friday
REC006253,CUST019,Abigail Jordan,gregory35@yahoo.com,London,MTR0019,Detached,05/01/2024 06:00:00,0.34,0.45,False,0.0,,False,,,2024-01-05 06:00:00,,False,False,,-0.10999999999999999,0.7555555555555555,-24.444444444444446,False,True,,,False,0.0,6,2024-01-05,Friday
REC006254,CUST019,Abigail Jordan,gregory35@yahoo.com,London,MTR0019,Detached,05/01/2024 06:28:48,0.43,0.48,False,0.0,,False,,,2024-01-05 06:28:48,,False,False,,-0.04999999999999999,0.8958333333333334,-10.416666666666663,False,True,,,False,0.0,6,2024-01-05,Friday
REC006255,CUST019,Abigail Jordan,gregory35@yahoo.com,London,MTR0019,Detached,05/01/2024 06:57:36,0.61,0.47,False,0.0,,False,,,2024-01-05 06:57:36,,False,False,,0.14,1.297872340425532,29.78723404255319,False,True,,,False,0.040068000000000006,6,2024-01-05,Friday
REC006256,CUST019,Abigail Jordan,gregory35@yahoo.com,London,MTR0019,Detached,05/01/2024 07:26:24,0.8,0.81,False,0.0,,False,,,2024-01-05 07:26:24,,False,False,,-0.010000000000000009,0.9876543209876543,-1.2345679012345734,False,True,,,False,0.0,7,2024-01-05,Friday
REC006257,CUST019,Abigail Jordan,gregory35@yahoo.com,London,MTR0019,Detached,05/01/2024 07:55:12,1.24,1.1,False,0.0,,False,,,2024-01-05 07:55:12,,False,False,,0.1399999999999999,1.1272727272727272,12.72727272727272,False,False,,,False,0.04006799999999997,7,2024-01-05,Friday
REC006258,CUST019,Abigail Jordan,gregory35@yahoo.com,London,MTR0019,Detached,05/01/2024 08:24:00,1.0,0.9,False,0.0,,False,,,2024-01-05 08:24:00,,False,False,,0.09999999999999998,1.1111111111111112,11.111111111111116,False,True,,,False,0.028619999999999996,8,2024-01-05,Friday
REC006259,CUST019,Abigail Jordan,gregory35@yahoo.com,London,MTR0019,Detached,05/01/2024 09:07:12,0.65,0.7,False,0.0,,False,,,2024-01-05 09:07:12,,False,False,,-0.04999999999999993,0.9285714285714287,-7.142857142857128,False,True,,,False,0.0,9,2024-01-05,Friday
REC006260,CUST019,Abigail Jordan,gregory35@yahoo.com,London,MTR0019,Detached,05/01/2024 09:36:00,1.09,1.07,False,0.0,,False,,,2024-01-05 09:36:00,,False,False,,0.020000000000000018,1.0186915887850467,1.869158878504673,False,False,,,False,0.005724000000000005,9,2024-01-05,Friday
REC006261,CUST019,Abigail Jordan,gregory35@yahoo.com,London,MTR0019,Detached,05/01/2024 10:04:48,1.08,1.0,False,0.0,,False,,,2024-01-05 10:04:48,,False,False,,0.08000000000000007,1.08,8.000000000000007,False,True,,,False,0.02289600000000002,10,2024-01-05,Friday
REC006262,CUST019,Abigail Jordan,gregory35@yahoo.com,London,MTR0019,Detached,05/01/2024 10:33:36,0.23,0.31,False,0.0,,False,,,2024-01-05 10:33:36,,False,False,,-0.07999999999999999,0.7419354838709677,-25.806451612903224,False,True,,,False,0.0,10,2024-01-05,Friday
REC006263,CUST019,Abigail Jordan,gregory35@yahoo.com,London,MTR0019,Detached,05/01/2024 11:02:24,0.57,0.5,False,0.0,,False,,,2024-01-05 11:02:24,,False,False,,0.06999999999999995,1.14,13.99999999999999,False,True,,,False,0.020033999999999986,11,2024-01-05,Friday
REC006264,CUST019,Abigail Jordan,gregory35@yahoo.com,London,MTR0019,Detached,05/01/2024 11:31:12,0.36,0.3,False,0.0,,False,,,2024-01-05 11:31:12,,False,False,,0.06,1.2,19.999999999999996,False,True,,,False,0.017172,11,2024-01-05,Friday
REC006265,CUST019,Abigail Jordan,gregory35@yahoo.com,London,MTR0019,Detached,05/01/2024 12:00:00,0.67,0.75,False,0.0,,False,,,2024-01-05 12:00:00,,False,False,,-0.07999999999999996,0.8933333333333334,-10.666666666666657,False,True,,,False,0.0,12,2024-01-05,Friday
REC006266,CUST019,Abigail Jordan,gregory35@yahoo.com,London,MTR0019,Detached,05/01/2024 12:28:48,0.93,0.88,False,0.0,,False,,,2024-01-05 12:28:48,,False,False,,0.050000000000000044,1.0568181818181819,5.681818181818188,False,True,,,False,0.014310000000000014,12,2024-01-05,Friday
REC006267,CUST019,Abigail Jordan,gregory35@yahoo.com,London,MTR0019,Detached,05/01/2024 12:57:36,0.37,0.38,False,0.0,,False,,,2024-01-05 12:57:36,,False,False,,-0.010000000000000009,0.9736842105263158,-2.631578947368418,False,True,,,False,0.0,12,2024-01-05,Friday
REC006268,CUST019,Abigail Jordan,gregory35@yahoo.com,London,MTR0019,Detached,05/01/2024 13:26:24,0.76,0.89,False,0.0,,False,,,2024-01-05 13:26:24,,False,False,,-0.13,0.8539325842696629,-14.60674157303371,False,True,,,False,0.0,13,2024-01-05,Friday
REC006269,CUST019,Abigail Jordan,gregory35@yahoo.com,London,MTR0019,Detached,05/01/2024 13:55:12,0.38,0.43,False,0.0,,False,,,2024-01-05 13:55:12,,False,False,,-0.04999999999999999,0.8837209302325582,-11.627906976744185,False,True,,,False,0.0,13,2024-01-05,Friday
REC006270,CUST019,Abigail Jordan,gregory35@yahoo.com,London,MTR0019,Detached,05/01/2024 14:24:00,0.45,0.51,False,0.0,,False,,,2024-01-05 14:24:00,,False,False,,-0.06,0.8823529411764706,-11.764705882352944,False,True,,,False,0.0,14,2024-01-05,Friday
REC006271,CUST019,Abigail Jordan,gregory35@yahoo.com,London,MTR0019,Detached,05/01/2024 15:07:12,0.66,0.5,False,0.0,,False,,,2024-01-05 15:07:12,,False,False,,0.16000000000000003,1.32,32.00000000000001,False,True,,,False,0.04579200000000001,15,2024-01-05,Friday
